,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex
30926,214635,2019,19.1589,1,6,1,1,1,1,1
30927,214636,2019,29.4454,1,3,1,5,1,1,1
30928,214638,2019,19.2932,2,8,2,4,1,1,1
30929,214639,2019,28.0934,2,6,2,5,1,1,1
30930,214640,2019,18.4024,1,4,2,4,1,3,1
30931,214642,2019,20.1992,2,1,1,5,1,1,1
30932,214643,2019,19.3233,1,1,1,4,1,1,1
30933,214644,2019,22.082,1,8,5,2,1,1,1
30934,214645,2019,17.7188,1,8,5,7,1,1,1
30935,214646,2019,20.1616,1,4,4,7,1,1,1
30936,214647,2019,21.6978,1,8,5,5,2,1,1
30937,214648,2019,22.7578,2,6,2,4,1,1,1
30938,214649,2019,26.6817,1,8,3,5,2,4,1
30939,214650,2019,20.4863,1,4,5,2,1,1,1
30940,214651,2019,22.4986,1,5,3,5,2,1,1
30941,214652,2019,17.9269,2,1,7,6,1,1,1
30942,214653,2019,22.8246,1,8,2,6,1,3,1
30943,214654,2019,27.6835,2,4,2,3,2,3,1
30944,214656,2019,28.4669,1,3,4,7,3,3,1
30945,214657,2019,19.7556,1,8,4,1,2,1,1
30946,214658,2019,24.9114,1,4,1,4,4,3,1
30947,214659,2019,26.9899,2,4,2,1,5,3,1
30948,214661,2019,22.5778,1,7,7,1,1,3,1
30949,214662,2019,24.2507,1,6,2,1,1,1,1
30950,214663,2019,18.1422,2,3,1,7,2,1,1
30951,214664,2019,25.6774,2,3,5,3,1,3,1
30952,214665,2019,21.9723,1,3,2,5,1,1,1
30953,214666,2019,19.9927,1,1,7,7,1,1,1
30954,214667,2019,33.1251,1,5,1,1,3,1,1
30955,214668,2019,28.3205,1,4,1,7,3,3,1
30956,214670,2019,20.77,1,1,1,4,7,2,1
30957,214671,2019,33.3223,1,5,2,6,1,1,1
30958,214672,2019,18.5467,1,4,2,7,1,3,1
30959,214673,2019,21.1903,1,8,4,5,1,1,1
30960,214674,2019,19.9927,1,5,1,2,1,1,1
30961,214676,2019,23.9239,2,4,4,6,3,3,1
30962,214677,2019,28.8828,1,3,5,1,2,1,1
30963,214680,2019,23.5587,2,8,3,7,2,3,1
30964,214681,2019,24.1579,1,6,1,5,3,1,1
30965,214682,2019,24.05,1,3,4,5,2,1,1
30966,214683,2019,21.6978,1,8,4,6,1,1,1
30967,214684,2019,20.7625,2,8,3,3,2,1,1
30968,214685,2019,21.2169,1,1,7,7,2,1,1
30969,214686,2019,23.003,1,6,5,4,3,1,1
30970,214687,2019,23.3906,1,8,3,5,2,4,1
30971,214688,2019,27.421,2,2,2,1,1,1,1
30972,214689,2019,18.6408,2,6,3,1,1,1,1
30973,214690,2019,22.3242,1,5,1,7,3,3,1
30974,214691,2019,20.8288,2,1,1,6,1,3,1
30975,214692,2019,39.2676,1,4,1,4,2,1,1
30976,214693,2019,31.4145,1,8,2,6,1,4,1
30977,214694,2019,30.8246,2,2,1,5,1,3,1
30978,214695,2019,24.5514,1,7,3,4,1,3,1
30979,214696,2019,31.4954,1,8,1,1,1,1,1
30980,214697,2019,30.2102,1,3,4,1,2,3,1
30981,214698,2019,29.8769,1,1,6,3,1,2,1
30982,214699,2019,18.6055,2,1,1,5,1,3,1
30983,214700,2019,36.444,2,2,1,7,1,3,1
30984,214701,2019,22.195,1,4,5,4,2,2,1
30985,214702,2019,20.375,1,6,2,3,1,1,1
30986,214703,2019,19.1589,2,4,3,7,2,1,1
30987,214706,2019,24.1579,2,5,1,4,1,3,1
30988,214707,2019,24.1065,2,2,5,3,1,3,1
30989,214708,2019,31.9244,1,1,1,7,2,3,1
30990,214709,2019,19.6194,2,6,3,1,1,1,1
30991,214710,2019,23.1822,2,5,2,1,3,3,1
30992,214711,2019,19.8252,2,6,4,1,1,4,1
30993,214713,2019,30.7313,2,3,2,1,1,2,1
30994,214714,2019,25.6088,2,5,1,1,2,1,1
30995,214715,2019,21.0311,1,7,3,5,1,1,1
30996,214716,2019,20.1992,1,4,1,7,3,3,1
30997,214717,2019,23.1434,1,4,4,7,3,2,1
30998,214718,2019,19.1589,2,6,1,3,1,1,1
30999,214719,2019,22.6593,1,1,5,2,1,1,1
31000,214720,2019,25.7617,1,6,1,7,1,3,1
31001,214722,2019,19.3284,1,8,4,5,2,2,1
31002,214723,2019,24.5956,1,6,2,7,2,4,1
31003,214724,2019,26.5062,2,7,3,7,4,3,1
31004,214725,2019,26.6817,2,5,3,4,1,1,1
31005,214726,2019,19.4464,1,8,2,5,2,3,1
31006,214727,2019,24.3287,1,8,2,1,2,3,1
31007,214728,2019,17.3694,1,8,5,1,2,1,1
31008,214729,2019,27.989,2,5,2,4,1,2,1
31009,214730,2019,21.6978,2,1,3,7,7,1,1
31010,214731,2019,25.7157,2,8,2,3,1,3,1
31011,214732,2019,19.1589,1,7,2,1,2,1,1
31012,214733,2019,19.5988,1,8,2,4,1,1,1
31013,214734,2019,18.9448,2,7,4,4,2,1,1
31014,214735,2019,21.7128,1,3,2,3,7,1,1
31015,214736,2019,16.6728,1,1,5,5,2,1,1
31016,214737,2019,24.2507,1,3,2,1,2,1,1
31017,214738,2019,22.7623,2,4,1,6,1,1,1
31018,214739,2019,32.4363,1,4,2,4,1,1,1
31019,214740,2019,22.6556,1,4,3,2,2,3,1
31020,214741,2019,20.8264,1,2,2,2,2,1,1
31021,214742,2019,28.2222,2,1,1,7,2,3,1
31022,214743,2019,23.0494,2,4,2,2,1,1,1
31023,214744,2019,25.5237,1,4,3,7,3,1,1
31024,214745,2019,21.9727,2,7,2,1,1,3,1
31025,214746,2019,21.9945,1,7,4,7,1,1,1
31026,214747,2019,23.003,1,5,3,1,1,1,1
31027,214748,2019,22.082,1,3,4,1,6,1,1
31028,214749,2019,27.4894,1,6,1,4,2,1,1
31029,214750,2019,20.7306,1,7,1,7,2,1,1
31030,214751,2019,18.6055,2,8,4,4,1,1,1
31031,214752,2019,17.8823,1,7,5,1,1,1,1
31032,214753,2019,21.0859,2,4,1,2,1,1,1
31033,214754,2019,22.7187,2,2,1,7,1,3,1
31034,214755,2019,20.8288,2,8,1,1,1,1,1
31035,214756,2019,23.5587,1,5,3,7,2,3,1
31036,214757,2019,21.6602,2,6,5,4,1,3,1
31037,214758,2019,25.7617,2,5,2,6,1,1,1
31038,214759,2019,28.5245,1,4,4,2,1,1,1
31039,214760,2019,25.6088,1,4,3,1,1,4,1
31040,214761,2019,22.7578,1,1,2,1,1,1,1
31041,214762,2019,27.8203,2,5,1,6,2,3,1
31042,214763,2019,19.285,1,5,4,1,1,1,1
31043,214764,2019,21.5234,2,3,1,1,2,3,1
31044,214766,2019,21.793,1,3,2,4,1,1,1
31045,214767,2019,21.1607,2,6,6,1,2,1,1
31046,214768,2019,29.5087,2,4,3,5,3,1,1
31047,214770,2019,27.1998,2,6,2,2,3,4,1
31048,214771,2019,21.9723,1,6,4,6,1,1,1
31049,214772,2019,17.2784,2,4,7,2,2,1,1
31050,214773,2019,28.3404,2,2,3,2,3,1,1
31051,214775,2019,26.2089,2,8,5,5,2,2,1
31052,214776,2019,26.975,1,3,3,1,1,3,1
31053,214777,2019,19.6194,1,4,6,6,1,1,1
31054,214778,2019,17.6261,1,8,3,2,1,1,1
31055,214779,2019,24.5453,1,4,7,1,2,2,1
31056,214780,2019,23.2284,1,1,4,3,2,1,1
31057,214781,2019,18.6593,2,4,1,4,2,1,1
31058,214782,2019,24.3287,1,6,2,3,1,1,1
31059,214783,2019,21.9723,1,4,5,5,2,1,1
31060,214784,2019,20.5547,1,3,5,2,3,1,1
31061,214786,2019,23.9239,2,4,6,7,1,4,1
31062,214787,2019,32.3927,1,3,2,6,2,3,1
31063,214789,2019,20.4863,1,8,2,4,1,3,1
31064,214790,2019,24.2507,1,7,2,5,2,1,1
31065,214791,2019,24.3287,2,5,2,1,1,1,1
31066,214792,2019,21.8995,1,5,1,7,3,3,1
31067,214795,2019,20.2442,1,6,1,1,1,3,1
31068,214796,2019,20.09,1,7,3,6,2,1,1
31069,214797,2019,19.3278,1,3,4,5,1,1,1
31070,214798,2019,24.5453,2,2,3,7,2,3,1
31071,214799,2019,26.7539,2,3,1,1,1,2,1
31072,214800,2019,20.6094,1,7,2,1,1,1,1
31073,214801,2019,38.57,2,6,4,4,2,1,1
31074,214803,2019,37.0313,2,2,1,1,7,3,1
31075,214805,2019,37.3867,1,3,7,6,3,3,1
31076,214806,2019,21.2169,2,2,5,4,1,1,1
31077,214809,2019,21.9945,1,3,2,2,3,2,1
31078,214810,2019,26.7539,2,5,1,1,1,4,1
31079,214811,2019,22.6556,2,2,3,6,1,1,1
31080,214816,2019,23.8237,1,6,2,2,1,1,1
31081,214817,2019,24.2425,1,3,4,6,2,1,1
31082,214818,2019,23.4787,2,3,2,1,3,2,1
31083,214819,2019,20.4863,1,2,3,1,1,1,1
31084,214820,2019,16.7958,1,8,2,2,2,1,1
31085,214821,2019,23.5587,1,2,3,2,1,3,1
31086,214824,2019,24.1065,1,1,7,7,2,2,1
31087,214825,2019,19.633,1,4,4,2,3,1,1
31088,214826,2019,18.2076,2,1,1,1,1,2,1
31089,214827,2019,22.847,1,6,3,4,3,1,1
31090,214828,2019,22.6556,1,5,5,5,3,3,1
31091,214829,2019,31.717,2,8,1,7,2,2,1
31092,214830,2019,24.7544,2,8,1,5,3,1,1
31093,214831,2019,22.8204,1,4,1,3,7,4,1
31094,214832,2019,29.8314,1,3,3,4,2,1,1
31095,214833,2019,18.4807,1,2,3,4,1,1,1
31096,214834,2019,20.6594,1,2,4,1,1,1,1
31097,214835,2019,23.9219,1,8,7,3,3,3,1
31098,214836,2019,21.1903,1,8,3,5,1,4,1
31099,214837,2019,21.2617,2,3,7,7,2,2,1
31100,214838,2019,19.6074,1,1,4,6,1,3,1
31101,214839,2019,24.0138,1,5,1,7,1,2,1
31102,214840,2019,22.7338,1,1,5,1,2,1,1
31103,214841,2019,36.4356,2,4,7,7,3,2,1
31104,214842,2019,25.7617,1,1,6,2,3,3,1
31105,214843,2019,20.5547,2,2,5,5,1,2,1
31106,214844,2019,18.6505,2,3,3,3,1,1,1
31107,214846,2019,20.7581,2,7,3,2,2,1,1
31108,214847,2019,26.6794,1,5,3,7,1,2,1
31109,214848,2019,24.7326,2,2,2,5,4,2,1
31110,214849,2019,29.4759,2,6,3,2,2,1,1
31111,214850,2019,20.8936,1,3,4,6,3,1,1
31112,214851,2019,22.97,2,6,1,1,3,3,1
31113,214852,2019,27.4894,1,2,7,7,1,1,1
31114,214853,2019,27.0518,2,6,4,5,1,4,1
31115,214854,2019,25.6088,2,5,1,7,1,3,1
31116,214855,2019,22.1484,1,3,4,4,2,3,1
31117,214856,2019,19.3992,1,4,1,4,1,1,1
31118,214857,2019,19.1488,2,2,7,6,1,3,1
31119,214858,2019,30.432,2,4,4,1,2,2,1
31120,214859,2019,26.5781,2,4,3,1,7,2,1
31121,214863,2019,20.9063,1,6,1,5,1,1,1
31122,214864,2019,20.2442,2,1,3,1,6,2,1
31123,214865,2019,37.1972,2,1,1,6,1,3,1
31124,214867,2019,25.8962,2,1,5,4,2,1,1
31125,214868,2019,22.082,2,5,4,1,1,2,1
31126,214869,2019,24.1473,2,5,1,1,3,2,1
31127,214870,2019,23.6004,1,6,7,2,2,2,1
31128,214871,2019,22.6556,1,6,2,2,2,3,1
31129,214873,2019,20.0576,1,1,4,7,3,3,1
31130,214874,2019,38.6466,1,8,5,6,2,3,1
31131,214875,2019,21.6978,1,1,1,7,2,2,1
31132,214876,2019,21.8573,2,2,1,1,2,2,1
31133,214877,2019,23.6208,2,2,1,1,2,2,1
31134,214878,2019,20.0125,1,2,4,7,3,3,1
31135,214879,2019,28,1,4,1,6,5,1,1
31136,214880,2019,16.8757,2,1,5,7,1,2,1
31137,214887,2019,24.1381,1,8,7,7,1,1,1
31138,214892,2019,23.5433,1,2,3,6,2,1,1
31139,214893,2019,29.0989,2,5,5,5,1,1,1
31140,214894,2019,22.6338,2,8,3,1,1,1,1
31141,214899,2019,21.6832,1,7,5,4,1,3,1
31142,214900,2019,19.8438,1,6,2,2,1,1,1
31143,214902,2019,27.3207,1,1,4,4,3,3,1
31144,214903,2019,20.0893,2,1,4,5,3,1,1
31145,214905,2019,20.204,1,8,2,6,2,3,1
31146,214907,2019,24.7993,2,6,1,4,2,4,1
31147,214910,2019,18.0484,2,3,2,2,1,1,1
31148,214911,2019,20.4863,2,5,2,4,1,1,1
31149,214912,2019,19.2932,1,6,1,1,1,4,1
31150,214916,2019,20.6094,2,5,2,1,1,1,1
31151,214917,2019,23.7422,1,7,3,7,2,3,1
31152,214918,2019,26.4308,2,3,1,4,3,1,1
31153,214919,2019,24.1579,1,4,4,5,3,3,1
31154,214920,2019,18.0332,2,4,3,5,1,4,1
31155,214921,2019,21.4759,2,2,4,4,1,1,1
31156,214922,2019,28.6575,2,3,4,7,2,4,1
31157,214923,2019,18.6593,1,6,1,4,2,1,1
31158,214924,2019,18.6505,1,1,3,1,2,4,1
31159,214925,2019,20.4048,1,6,1,1,2,1,1
31160,214926,2019,19.6319,2,4,5,5,1,1,1
31161,214927,2019,19.1367,2,7,1,1,1,3,1
31162,214928,2019,20.0893,1,6,4,6,1,3,1
31163,214929,2019,20.4048,1,4,2,1,1,1,1
31164,214930,2019,20.7197,1,8,4,1,2,1,1
31165,214931,2019,38.2774,2,7,1,4,1,2,1
31166,214932,2019,20.9982,2,6,3,7,1,1,1
31167,214933,2019,20.9573,1,1,2,5,7,1,1
31168,214934,2019,20.8264,1,7,3,4,3,3,1
31169,214935,2019,35.8838,2,6,3,1,1,3,1
31170,214936,2019,22.494,1,3,1,2,3,3,1
31171,214937,2019,25.6088,1,6,1,5,2,4,1
31172,214938,2019,23.5547,2,1,5,1,3,3,1
31173,214939,2019,21.3407,1,7,4,2,2,2,1
31174,214940,2019,20.9063,1,3,6,7,3,3,1
31175,214941,2019,24.1381,2,4,1,5,2,3,1
31176,214942,2019,21.4759,2,6,3,5,2,1,1
31177,214943,2019,22.7578,1,2,6,6,1,1,1
31178,214944,2019,30.2194,1,1,3,4,2,3,1
31179,214947,2019,24.1071,1,4,2,7,2,4,1
31180,214948,2019,29.0586,1,5,4,6,2,2,1
31181,214949,2019,18.5849,2,1,3,7,2,2,1
31182,214950,2019,20.7644,2,8,5,7,2,3,1
31183,214951,2019,25.1298,1,3,1,3,1,3,1
31184,214952,2019,18.25,1,3,1,6,1,1,1
31185,214953,2019,21.9723,1,3,5,4,1,1,1
31186,214954,2019,25.6088,2,4,2,5,2,4,1
31187,214955,2019,18.8339,1,6,2,1,1,1,1
31188,214956,2019,21.6172,1,3,5,7,3,3,1
31189,214958,2019,18.3287,1,1,1,1,4,1,1
31190,214959,2019,30.2102,1,3,4,7,2,1,1
31191,214961,2019,25.6088,2,6,2,2,1,3,1
31192,214965,2019,24.3269,2,3,1,4,2,2,1
31193,214966,2019,22.0219,1,1,4,6,2,3,1
31194,214967,2019,27.3114,1,6,1,1,3,1,1
31195,214968,2019,17.1272,2,8,2,1,1,1,1
31196,214969,2019,29.4454,2,4,6,1,1,2,1
31197,214970,2019,18.0963,1,8,2,1,2,1,1
31198,214971,2019,27.6406,2,6,3,7,2,2,1
31199,214973,2019,21.5234,1,1,7,1,2,2,1
31200,214976,2019,19.2391,2,3,1,4,1,1,1
31201,214977,2019,23.3906,2,7,3,4,2,1,1
31202,214978,2019,18.8031,1,6,3,6,2,1,1
31203,214979,2019,28.9917,1,1,1,1,3,2,1
31204,214981,2019,21.1611,2,2,5,3,2,1,1
31205,214982,2019,22.9584,1,8,4,3,2,1,1
31206,214983,2019,24.9917,1,1,1,1,1,1,1
31207,214984,2019,21.1446,2,2,1,7,2,1,1
31208,214985,2019,20.8936,2,4,4,1,1,4,1
31209,214987,2019,21.2617,2,8,6,7,2,2,1
31210,214988,2019,17.4732,2,3,2,5,1,3,1
31211,214989,2019,18.6782,2,8,1,3,1,1,1
31212,214990,2019,35.9288,2,2,1,5,2,2,1
31213,214991,2019,21.5017,1,5,4,2,2,1,1
31214,214992,2019,20.6155,2,1,1,4,1,1,1
31215,214993,2019,21.7107,1,6,2,4,1,1,1
31216,214995,2019,20.8264,2,7,1,3,2,1,1
31217,214996,2019,19.7033,2,4,4,3,1,1,1
31218,214999,2019,23.9,1,6,1,4,1,1,1
31219,215001,2019,23.0343,2,2,4,6,3,1,1
31220,215003,2019,23.2216,1,7,2,2,2,3,1
31221,215004,2019,36.8047,1,1,2,5,2,3,1
31222,215005,2019,39.3359,2,1,2,2,2,3,1
31223,215006,2019,30.7313,2,1,2,4,1,3,1
31224,215007,2019,22.97,1,4,3,2,1,3,1
31225,215008,2019,23.9239,2,8,2,6,1,3,1
31226,215009,2019,19.8277,1,6,3,7,2,3,1
31227,215010,2019,22.6797,1,4,4,4,2,1,1
31228,215011,2019,22.6556,1,8,2,2,2,1,1
31229,215012,2019,24.8448,1,6,4,5,3,1,1
31230,215014,2019,19.7576,1,3,1,1,3,1,1
31231,215015,2019,20.4863,2,4,1,7,1,4,1
31232,215016,2019,20.0893,2,2,6,5,2,1,1
31233,215017,2019,18.9507,1,4,3,4,2,3,1
31234,215019,2019,22.7578,1,8,5,7,1,1,1
31235,215020,2019,21.2617,1,1,4,4,3,4,1
31236,215021,2019,24.9275,1,5,3,2,1,1,1
31237,215022,2019,23.6253,1,4,2,2,1,4,1
31238,215023,2019,21.9945,1,4,5,2,3,1,1
31239,215025,2019,24.9114,1,1,1,1,2,2,1
31240,215026,2019,22.4512,1,7,1,7,2,1,1
31241,215027,2019,24.1071,1,3,6,3,1,1,1
31242,215029,2019,21.2617,2,7,4,3,2,1,1
31243,215030,2019,21.6978,2,7,5,1,1,1,1
31244,215031,2019,20.375,2,8,5,4,1,1,1
31245,215032,2019,23.0352,1,5,1,1,1,1,1
31246,215033,2019,20.6155,1,1,4,2,2,1,1
31247,215034,2019,19.7669,1,1,6,1,2,1,1
31248,215035,2019,17.7422,1,4,2,2,2,3,1
31249,215036,2019,18.8283,2,6,2,5,1,4,1
31250,215037,2019,33.7514,2,4,5,7,2,2,1
31251,215038,2019,22.195,2,1,1,1,6,1,1
31252,215039,2019,29.2344,2,8,1,2,1,1,1
31253,215040,2019,27.1998,2,4,7,7,7,1,1
31254,215041,2019,20.6094,1,1,4,6,1,1,1
31255,215042,2019,21.7928,1,4,5,4,7,1,1
31256,215043,2019,22.7338,1,8,2,5,1,1,1
31257,215044,2019,25.6914,1,4,4,2,1,2,1
31258,215045,2019,19.12,1,4,1,3,1,1,1
31259,215046,2019,18.7716,1,6,5,3,1,1,1
31260,215048,2019,28.3232,1,1,1,1,3,3,1
31261,215049,2019,28.6327,2,3,7,7,2,2,1
31262,215050,2019,32.0216,2,5,5,2,1,2,1
31263,215051,2019,20.375,2,8,4,6,1,1,1
31264,215052,2019,25.2006,2,4,2,4,1,1,1
31265,215053,2019,34.5294,1,3,2,7,3,4,1
31266,215054,2019,24.0977,1,7,2,2,1,1,1
31267,215056,2019,20.4048,1,1,4,6,2,1,1
31268,215057,2019,34.3214,2,8,5,5,2,1,1
31269,215058,2019,27.4894,2,1,2,7,2,1,1
31270,215059,2019,22.3476,2,7,1,5,1,1,1
31271,215060,2019,20.4048,1,7,1,3,1,3,1
31272,215061,2019,17.8823,1,3,2,4,2,1,1
31273,215062,2019,25.1142,2,2,5,1,1,1,1
31274,215063,2019,19.3045,1,5,1,1,1,3,1
31275,215064,2019,20.7305,2,8,2,1,1,1,1
31276,215065,2019,19.6194,2,7,2,4,1,1,1
31277,215066,2019,23.5587,2,3,1,4,1,4,1
31278,215067,2019,18.2171,2,4,4,5,2,1,1
31279,215068,2019,26.2089,1,3,4,7,3,3,1
31280,215069,2019,25.8647,2,1,1,6,1,1,1
31281,215070,2019,18.2006,2,1,2,4,1,1,1
31282,215071,2019,23.9927,2,1,1,6,1,2,1
31283,215072,2019,22.6797,2,1,3,1,2,1,1
31284,215073,2019,25.6088,1,8,1,1,2,1,1
31285,215074,2019,18.7813,1,1,4,6,3,1,1
31286,215075,2019,21.2617,1,1,3,5,1,2,1
31287,215076,2019,29.2653,1,1,2,5,2,1,1
31288,215077,2019,22.2171,1,1,5,6,7,1,1
31289,215078,2019,19.285,1,8,4,4,2,1,1
31290,215079,2019,18.0963,1,6,4,1,2,1,1
31291,215081,2019,23.0494,1,1,1,3,1,1,1
31292,215082,2019,20.6094,2,4,4,6,1,1,1
31293,215083,2019,18.6437,1,8,2,4,3,1,1
31294,215084,2019,21.2617,2,6,1,4,2,4,1
31295,215085,2019,20.8264,1,6,1,1,2,1,1
31296,215086,2019,19.9927,2,6,4,2,1,1,1
31297,215087,2019,27.3207,1,6,5,5,2,1,1
31298,215088,2019,22.1778,1,4,5,6,4,1,1
31299,215089,2019,27.8783,1,5,7,7,2,1,1
31300,215091,2019,21.6978,1,6,3,1,2,1,1
31301,215092,2019,25.7157,1,8,7,7,3,4,1
31302,215093,2019,22.9584,2,4,4,1,3,1,1
31303,215096,2019,37.1312,1,1,1,7,2,1,1
31304,215097,2019,23.9239,2,1,7,6,2,1,1
31305,215098,2019,27.6963,1,1,7,1,3,1,1
31306,215099,2019,17.5378,1,2,2,6,2,1,1
31307,215100,2019,33.6641,1,6,5,5,2,3,1
31308,215101,2019,23.1855,2,8,1,4,1,1,1
31309,215102,2019,25.2663,1,8,7,7,2,4,1
31310,215103,2019,20.375,2,6,5,1,3,1,1
31311,215105,2019,27.989,1,6,1,7,1,4,1
31312,215107,2019,22.082,1,2,1,1,2,1,1
31313,215108,2019,24.9844,1,4,1,2,1,1,1
31314,215110,2019,39.2388,1,4,2,5,2,1,1
31315,215111,2019,26.0346,2,3,1,6,4,2,1
31316,215112,2019,20.375,1,8,5,1,4,1,1
31317,215113,2019,21.3407,2,8,1,1,4,2,1
31318,215115,2019,27.3176,2,3,4,4,3,2,1
31319,215116,2019,31.5857,1,3,6,1,1,2,1
31320,215117,2019,38.7055,2,1,4,4,1,4,1
31321,215118,2019,24.6582,1,7,4,6,3,3,1
31322,215121,2019,28.7663,1,3,6,2,2,1,1
31323,215122,2019,24.6582,2,4,2,6,3,2,1
31324,215123,2019,23.1822,2,6,1,7,1,3,1
31325,215124,2019,19.1589,2,6,2,7,1,4,1
31326,215125,2019,17.2419,1,6,2,6,3,1,1
31327,215126,2019,40.8191,1,5,5,7,2,1,1
31328,215127,2019,22.494,2,5,4,1,1,1,1
31329,215128,2019,20.375,1,2,5,7,2,2,1
31330,215129,2019,37.7607,2,8,2,1,3,1,1
31331,215130,2019,21.1611,2,8,4,4,2,1,1
31332,215131,2019,22.4986,2,7,4,4,3,1,1
31333,215132,2019,12.7065,1,5,1,1,3,1,1
31334,215133,2019,56.0346,1,2,1,5,2,1,1
31335,215134,2019,23.0494,1,3,2,1,3,1,1
31336,215135,2019,31.4918,1,1,1,1,3,1,1
31337,215136,2019,25.2663,1,8,2,7,2,1,1
31338,215138,2019,22.195,1,6,3,1,2,1,1
31339,215139,2019,28.3404,1,2,1,7,1,1,1
31340,215140,2019,24.9917,2,6,4,3,2,1,1
31341,215141,2019,20.4164,2,1,2,1,2,4,1
31342,215142,2019,20.4048,1,4,3,4,2,1,1
31343,215143,2019,19.4625,2,5,2,2,2,1,1
31344,215144,2019,21.5733,1,6,4,1,2,1,1
31345,215145,2019,20.4863,1,5,4,4,2,1,1
31346,215146,2019,25.2986,2,7,4,7,3,3,1
31347,215147,2019,23.4931,2,1,3,6,1,1,1
31348,215148,2019,23.7877,2,4,1,7,2,1,1
31349,215149,2019,19.6319,1,3,4,1,1,1,1
31350,215150,2019,20.4048,1,1,2,5,1,1,1
31351,215152,2019,39.2676,1,4,3,2,3,3,1
31352,215153,2019,31.2489,2,4,5,7,1,1,1
31353,215154,2019,21.3689,1,1,6,6,4,3,1
31354,215155,2019,38.3441,1,5,2,7,3,3,1
31355,215157,2019,20.9917,1,4,1,7,2,3,1
31356,215158,2019,20.0417,1,2,2,1,2,3,1
31357,215159,2019,21.5586,2,1,5,4,1,1,1
31358,215160,2019,16.0088,1,1,3,7,2,1,1
31359,215161,2019,17.543,1,1,2,3,2,1,1
31360,215162,2019,22.4986,2,4,2,1,1,3,1
31361,215163,2019,21.3477,1,5,5,7,2,3,1
31362,215165,2019,35.6789,1,4,4,3,1,2,1
31363,215166,2019,24.1911,2,4,1,3,1,3,1
31364,215167,2019,20.7644,2,6,3,5,2,3,1
31365,215168,2019,21.6602,1,4,3,4,2,3,1
31366,215169,2019,23.0352,1,4,3,4,2,1,1
31367,215170,2019,26.0346,1,1,5,5,1,1,1
31368,215171,2019,18.7813,2,1,3,1,2,4,1
31369,215172,2019,25.1602,1,5,3,1,2,2,1
31370,215173,2019,29.2517,2,1,2,1,3,3,1
31371,215174,2019,45.5,1,1,7,1,3,2,1
31372,215175,2019,33.3076,2,1,3,7,1,2,1
31373,215176,2019,35.3402,1,8,7,7,6,2,1
31374,215177,2019,27.4844,2,1,1,7,3,1,1
31375,215178,2019,23.9,1,8,2,7,1,2,1
31376,215179,2019,21.6172,1,8,4,4,1,2,1
31377,215180,2019,20.2442,2,1,5,5,1,1,1
31378,215181,2019,21.793,1,7,2,4,1,1,1
31379,215182,2019,18.3287,1,6,6,7,1,1,1
31380,215183,2019,25.6044,2,4,5,7,2,4,1
31381,215184,2019,20.0234,1,6,1,7,1,2,1
31382,215185,2019,20.4048,2,5,5,6,1,2,1
31383,215186,2019,18.3287,1,4,1,6,2,2,1
31384,215187,2019,19.8252,2,1,2,7,1,4,1
31385,215188,2019,22.9804,1,5,2,7,2,4,1
31386,215189,2019,20.77,2,2,5,4,1,2,1
31387,215190,2019,22.4986,1,8,1,5,1,1,1
31388,215192,2019,20.5711,1,7,2,4,1,1,1
31389,215193,2019,24.585,1,3,2,5,1,2,1
31390,215199,2019,19.9967,1,1,3,6,1,1,1
31391,215200,2019,25.1886,1,2,7,7,1,4,1
31392,215201,2019,23.3242,2,4,1,3,1,1,1
31393,215202,2019,19.9927,1,4,3,6,1,1,1
31394,215203,2019,20.3269,1,1,3,4,1,1,1
31395,215204,2019,26.8389,1,1,7,7,3,1,1
31396,215205,2019,22.195,1,3,5,4,1,1,1
31397,215206,2019,21.2617,1,2,1,1,1,1,1
31398,215207,2019,22.333,2,4,2,3,1,1,1
31399,215208,2019,21.2617,1,1,6,7,1,1,1
31400,215209,2019,17.0351,1,5,5,4,1,2,1
31401,215210,2019,38.2734,2,2,7,7,2,2,1
31402,215211,2019,24.1911,2,6,1,6,3,2,1
31403,215212,2019,18.6593,2,5,5,7,1,3,1
31404,215213,2019,25.5527,1,2,2,3,2,2,1
31405,215214,2019,29.3495,1,8,4,2,2,2,1
31406,215215,2019,18.0742,1,5,4,2,2,3,1
31407,215216,2019,22.6593,1,5,4,7,1,1,1
31408,215217,2019,19.285,1,3,5,6,1,1,1
31409,215218,2019,21.1903,2,1,5,5,1,1,1
31410,215219,2019,46.0951,1,5,3,7,1,1,1
31411,215220,2019,25.7643,1,6,4,4,1,1,1
31412,215221,2019,25.1142,1,7,3,2,1,1,1
31413,215222,2019,29.5898,1,3,5,4,1,1,1
31414,215223,2019,20.3169,2,1,2,4,1,1,1
31415,215224,2019,20.7305,1,1,2,5,1,1,1
31416,215225,2019,24.7544,1,8,2,7,3,1,1
31417,215226,2019,22.195,1,8,3,5,1,1,1
31418,215227,2019,22.1797,1,7,4,7,1,1,1
31419,215228,2019,17.7188,2,1,3,3,3,1,1
31420,215229,2019,17.7538,2,3,5,1,2,2,1
31421,215230,2019,24.3287,1,5,1,1,1,1,1
31422,215231,2019,24.6575,1,6,5,1,2,3,1
31423,215232,2019,20.4048,2,4,4,1,1,2,1
31424,215234,2019,18.4258,1,3,4,5,2,3,1
31425,215235,2019,22.2171,1,3,7,7,1,1,1
